"cell_id","sector_name","sector_letter","sector_number","grid.grid"
34,"Q5","Q","5",list(c(-27.3331443857317, -27.3215346488312, -27.3215346488312, -27.3331443857317, -27.3331443857317, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
35,"Q6","Q","6",list(c(-27.3215346488312, -27.3099249119308, -27.3099249119308, -27.3215346488312, -27.3215346488312, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
36,"Q7","Q","7",list(c(-27.3099249119308, -27.2983151750304, -27.2983151750304, -27.3099249119308, -27.3099249119308, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
37,"Q8","Q","8",list(c(-27.2983151750304, -27.2867054381299, -27.2867054381299, -27.2983151750304, -27.2983151750304, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
38,"Q9","Q","9",list(c(-27.2867054381299, -27.2750957012295, -27.2750957012295, -27.2867054381299, -27.2867054381299, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
39,"Q10","Q","10",list(c(-27.2750957012295, -27.2634859643291, -27.2634859643291, -27.2750957012295, -27.2750957012295, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
40,"Q11","Q","11",list(c(-27.2634859643291, -27.2518762274286, -27.2518762274286, -27.2634859643291, -27.2634859643291, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
41,"Q12","Q","12",list(c(-27.2518762274286, -27.2402664905282, -27.2402664905282, -27.2518762274286, -27.2518762274286, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
42,"Q13","Q","13",list(c(-27.2402664905282, -27.2286567536278, -27.2286567536278, -27.2402664905282, -27.2402664905282, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
43,"Q14","Q","14",list(c(-27.2286567536278, -27.2170470167273, -27.2170470167273, -27.2286567536278, -27.2286567536278, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
44,"Q15","Q","15",list(c(-27.2170470167273, -27.2054372798269, -27.2054372798269, -27.2170470167273, -27.2170470167273, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
45,"Q16","Q","16",list(c(-27.2054372798269, -27.1938275429265, -27.1938275429265, -27.2054372798269, -27.2054372798269, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
46,"Q17","Q","17",list(c(-27.1938275429265, -27.1822178060261, -27.1822178060261, -27.1938275429265, -27.1938275429265, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
47,"Q18","Q","18",list(c(-27.1822178060261, -27.1706080691256, -27.1706080691256, -27.1822178060261, -27.1822178060261, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
48,"Q19","Q","19",list(c(-27.1706080691256, -27.1589983322252, -27.1589983322252, -27.1706080691256, -27.1706080691256, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
49,"Q20","Q","20",list(c(-27.1589983322252, -27.1473885953248, -27.1473885953248, -27.1589983322252, -27.1589983322252, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
50,"Q21","Q","21",list(c(-27.1473885953248, -27.1357788584243, -27.1357788584243, -27.1473885953248, -27.1473885953248, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
51,"Q22","Q","22",list(c(-27.1357788584243, -27.1241691215239, -27.1241691215239, -27.1357788584243, -27.1357788584243, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
52,"Q23","Q","23",list(c(-27.1241691215239, -27.1125593846235, -27.1125593846235, -27.1241691215239, -27.1241691215239, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
53,"Q24","Q","24",list(c(-27.1125593846235, -27.100949647723, -27.100949647723, -27.1125593846235, -27.1125593846235, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
54,"Q25","Q","25",list(c(-27.100949647723, -27.0893399108226, -27.0893399108226, -27.100949647723, -27.100949647723, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
55,"Q26","Q","26",list(c(-27.0893399108226, -27.0777301739222, -27.0777301739222, -27.0893399108226, -27.0893399108226, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
56,"Q27","Q","27",list(c(-27.0777301739222, -27.0661204370217, -27.0661204370217, -27.0777301739222, -27.0777301739222, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
